Date,Workout name,Workout type,Set number ,Exercise name,Equipment,Execution mode,Number of repetitions,Charge (kg),Rest time (sec),Remarks
01-12-2022,LEGS,LOWER BODY,4,Squat,Barbell,bilateral,6.0,75.0,2.4,
01-12-2022,LEGS,LOWER BODY,1,Deadlift,Barbell,bilateral,6.0,95.0,2.45,
01-12-2022,LEGS,LOWER BODY,2,Deadlift,Barbell,bilateral,6.0,95.0,2.45,
01-12-2022,LEGS,LOWER BODY,3,Deadlift,Barbell,bilateral,6.0,95.0,2.45,
01-12-2022,LEGS,LOWER BODY,4,Deadlift,Barbell,bilateral,6.0,95.0,2.45,
01-12-2022,LEGS,LOWER BODY,1,Sissy Squat,Bodyweight,bilateral,10.0,0.0,1.3,
01-12-2022,LEGS,LOWER BODY,2,Sissy Squat,Bodyweight,bilateral,10.0,0.0,1.3,
01-12-2022,LEGS,LOWER BODY,3,Sissy Squat,Bodyweight,bilateral,10.0,0.0,1.3,
01-12-2022,LEGS,LOWER BODY,4,Sissy Squat,Bodyweight,bilateral,10.0,0.0,1.3,
03-12-2022,Upper (Push) - Montag,UPPER BODY,1,Bench Press,Dumbell,bilateral,8.0,28.0,3.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,2,Bench Press,Dumbell,bilateral,8.0,28.0,3.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,3,Bench Press,Dumbell,bilateral,8.0,28.0,3.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,4,Bench Press,Dumbell,bilateral,6.0,28.0,3.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,1,Pull-Up,Rings,bilateral,7.0,0.0,2.5,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,2,Pull-Up,Rings,bilateral,7.0,0.0,2.5,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,3,Pull-Up,Rings,bilateral,7.0,0.0,2.5,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,4,Pull-Up,Rings,bilateral,7.0,0.0,2.5,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,1,Incline Bench Press,Dumbell,bilateral,10.0,22.0,2.75,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,2,Incline Bench Press,Dumbell,bilateral,10.0,22.0,2.75,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,3,Incline Bench Press,Dumbell,bilateral,10.0,22.0,2.75,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,1,Tricep Extension,Cable,bilateral,8.0,20.0,2.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,2,Tricep Extension,Cable,bilateral,8.0,20.0,2.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,3,Tricep Extension,Cable,bilateral,8.0,20.0,2.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,1,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,2.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,2,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,2.0,Supination/Pronation for pull-ups.
03-12-2022,Upper (Push) - Montag,UPPER BODY,3,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,2.0,Supination/Pronation for pull-ups.
06-12-2022,UPPER PULL,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,8.0,0.0,120.0,
06-12-2022,UPPER PULL,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,8.0,0.0,120.0,
06-12-2022,UPPER PULL,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,7.0,0.0,120.0,
06-12-2022,UPPER PULL,UPPER BODY,1,Barbell Row,Barbell,bilateral,8.0,55.0,150.0,
06-12-2022,UPPER PULL,UPPER BODY,2,Barbell Row,Barbell,bilateral,8.0,55.0,150.0,
06-12-2022,UPPER PULL,UPPER BODY,3,Barbell Row,Barbell,bilateral,8.0,55.0,150.0,
06-12-2022,UPPER PULL,UPPER BODY,1,Skull Crusher,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,2,Skull Crusher,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,3,Skull Crusher,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,4,Skull Crusher,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,1,Lateral Raise,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,2,Lateral Raise,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,3,Lateral Raise,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,4,Lateral Raise,Dumbell,bilateral,10.0,10.0,,
06-12-2022,UPPER PULL,UPPER BODY,1,Chest Fly,Dumbell,bilateral,12.0,15.0,120.0,
06-12-2022,UPPER PULL,UPPER BODY,2,Chest Fly,Dumbell,bilateral,12.0,15.0,120.0,
06-12-2022,UPPER PULL,UPPER BODY,3,Chest Fly,Dumbell,bilateral,12.0,15.0,120.0,
09-12-2022,UPPER PUSH,SPLIT,1,Incline Bench Press,Dumbell,bilateral,10.0,24.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,2,Incline Bench Press,Dumbell,bilateral,10.0,24.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,3,Incline Bench Press,Dumbell,bilateral,10.0,24.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,4,Incline Bench Press,Dumbell,bilateral,10.0,24.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,1,Pull-Up,Bodyweight,bilateral,8.0,0.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,2,Pull-Up,Bodyweight,bilateral,8.0,0.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,3,Pull-Up,Bodyweight,bilateral,8.0,0.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,4,Pull-Up,Bodyweight,bilateral,8.0,0.0,150.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,1,Tricep Extension,Cable,bilateral,10.0,40.0,,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,2,Tricep Extension,Cable,bilateral,8.0,40.0,,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,3,Tricep Extension,Cable,bilateral,9.0,40.0,,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,1,Chest Fly,Cable,unilateral,8.0,15.0,120.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,2,Chest Fly,Cable,unilateral,8.0,15.0,120.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,3,Chest Fly,Cable,unilateral,8.0,15.0,120.0,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,1,Upright Row,Cable,unilateral,10.0,10.0,,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,2,Upright Row,Cable,unilateral,10.0,10.0,,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,3,Upright Row,Cable,unilateral,10.0,10.0,,Trapeze sup uni (tirage menton)
09-12-2022,UPPER PUSH,SPLIT,4,Upright Row,Cable,unilateral,10.0,10.0,,Trapeze sup uni (tirage menton)
11-12-2022,Leg Day,LOWER BODY,1,Squat,Barbell,bilateral,8.0,75.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,2,Squat,Barbell,bilateral,8.0,75.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,3,Squat,Barbell,bilateral,8.0,75.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,4,Squat,Barbell,bilateral,8.0,75.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,1,Deadlift,Barbell,bilateral,8.0,85.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,2,Deadlift,Barbell,bilateral,8.0,85.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,3,Deadlift,Barbell,bilateral,8.0,85.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,4,Deadlift,Barbell,bilateral,8.0,85.0,180.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,1,Leg Extension,Machine,unilateral,8.0,22.5,90.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,2,Leg Extension,Machine,unilateral,8.0,22.5,90.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,3,Leg Extension,Machine,unilateral,8.0,22.5,90.0,Explosive leg extensions.
11-12-2022,Leg Day,LOWER BODY,4,Leg Extension,Machine,unilateral,8.0,22.5,90.0,Explosive leg extensions.
13-12-2022,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,5.0,30.0,3.0,
13-12-2022,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,5.0,30.0,3.15,
13-12-2022,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,5.0,30.0,3.15,
13-12-2022,UPPER,UPPER BODY,4,Bench Press,Barbell,bilateral,5.0,30.0,3.15,
13-12-2022,UPPER,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,8.0,0.0,2.5,
13-12-2022,UPPER,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,8.0,0.0,2.5,
13-12-2022,UPPER,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,8.0,0.0,2.5,
13-12-2022,UPPER,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,8.0,0.0,2.5,
13-12-2022,UPPER,UPPER BODY,1,Overhead Press,Dumbell,bilateral,8.0,26.0,2.5,
13-12-2022,UPPER,UPPER BODY,2,Overhead Press,Dumbell,bilateral,8.0,26.0,2.5,
13-12-2022,UPPER,UPPER BODY,3,Overhead Press,Dumbell,bilateral,8.0,26.0,2.5,
13-12-2022,UPPER,UPPER BODY,4,Overhead Press,Dumbell,bilateral,8.0,26.0,2.5,
13-12-2022,UPPER,UPPER BODY,1,Cable Row,Machine,bilateral,8.0,55.0,3.0,
13-12-2022,UPPER,UPPER BODY,2,Cable Row,Machine,bilateral,8.0,55.0,3.0,
13-12-2022,UPPER,UPPER BODY,3,Cable Row,Machine,bilateral,8.0,55.0,3.0,
13-12-2022,UPPER,UPPER BODY,1,Skull Crusher,Dumbell,bilateral,8.0,12.5,,
13-12-2022,UPPER,UPPER BODY,2,Skull Crusher,Dumbell,bilateral,7.0,12.5,,
13-12-2022,UPPER,UPPER BODY,1,Curl,Dumbell,bilateral,8.0,12.5,,
13-12-2022,UPPER,UPPER BODY,2,Curl,Dumbell,bilateral,8.0,12.5,,
13-12-2022,UPPER,UPPER BODY,3,Curl,Dumbell,bilateral,8.0,12.5,,
23-12-2022,UPPER PULL,UPPER BODY,1,Pull-Up,Rings,bilateral,6.0,0.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,2,Pull-Up,Rings,bilateral,6.0,0.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,3,Pull-Up,Rings,bilateral,6.0,0.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,4,Pull-Up,Rings,bilateral,6.0,0.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,1,Overhead Press,Dumbell,bilateral,7.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,2,Overhead Press,Dumbell,bilateral,7.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,3,Overhead Press,Dumbell,bilateral,7.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,4,Overhead Press,Dumbell,bilateral,6.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,1,Barbell Row,Barbell,bilateral,12.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,2,Barbell Row,Barbell,bilateral,12.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,3,Barbell Row,Barbell,bilateral,12.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,4,Barbell Row,Barbell,bilateral,12.0,20.0,2.5,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,1,Skull Crusher,Barbell,bilateral,10.0,10.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,2,Skull Crusher,Barbell,bilateral,8.0,10.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,3,Skull Crusher,Barbell,bilateral,8.0,10.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,1,Dumbbell Curl,Dumbell,unilateral,8.0,10.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,2,Dumbbell Curl,Dumbell,unilateral,8.0,10.0,2.0,Dos/deltoides antérieurs/bras
23-12-2022,UPPER PULL,UPPER BODY,3,Dumbbell Curl,Dumbell,unilateral,8.0,10.0,2.0,Dos/deltoides antérieurs/bras
25-12-2022,LEGS,LOWER BODY,1,Squat,Dumbell,bilateral,10.0,16.0,2.5,
25-12-2022,LEGS,LOWER BODY,2,Squat,Dumbell,bilateral,10.0,16.0,2.5,
25-12-2022,LEGS,LOWER BODY,3,Squat,Dumbell,bilateral,10.0,16.0,2.5,
25-12-2022,LEGS,LOWER BODY,1,Romanian Deadlift,Dumbell,bilateral,12.0,22.0,2.0,
25-12-2022,LEGS,LOWER BODY,2,Romanian Deadlift,Dumbell,bilateral,12.0,22.0,2.0,
25-12-2022,LEGS,LOWER BODY,3,Romanian Deadlift,Dumbell,bilateral,12.0,22.0,2.0,
25-12-2022,LEGS,LOWER BODY,4,Romanian Deadlift,Dumbell,bilateral,10.0,22.0,2.0,
25-12-2022,LEGS,LOWER BODY,1,Lunges,Dumbell,unilateral,8.0,16.0,2.0,
25-12-2022,LEGS,LOWER BODY,2,Lunges,Dumbell,unilateral,8.0,16.0,2.0,
25-12-2022,LEGS,LOWER BODY,3,Lunges,Dumbell,unilateral,8.0,16.0,2.0,
25-12-2022,LEGS,LOWER BODY,4,Lunges,Dumbell,unilateral,8.0,16.0,2.0,
26-12-2022,UPPER PUSH,UPPER BODY,1,Bench Press,Dumbell,bilateral,8.0,30.0,180.0,
26-12-2022,UPPER PUSH,UPPER BODY,2,Bench Press,Dumbell,bilateral,8.0,30.0,180.0,
26-12-2022,UPPER PUSH,UPPER BODY,3,Bench Press,Dumbell,bilateral,8.0,30.0,180.0,
26-12-2022,UPPER PUSH,UPPER BODY,1,Incline Bench Press,Dumbell,bilateral,8.0,26.0,,
26-12-2022,UPPER PUSH,UPPER BODY,2,Incline Bench Press,Dumbell,bilateral,8.0,26.0,,
26-12-2022,UPPER PUSH,UPPER BODY,3,Incline Bench Press,Dumbell,bilateral,8.0,26.0,,
26-12-2022,UPPER PUSH,UPPER BODY,1,Lateral Raise,Dumbell,bilateral,10.0,8.0,,
26-12-2022,UPPER PUSH,UPPER BODY,2,Lateral Raise,Dumbell,bilateral,10.0,8.0,,
26-12-2022,UPPER PUSH,UPPER BODY,3,Lateral Raise,Dumbell,bilateral,10.0,8.0,,
26-12-2022,UPPER PUSH,UPPER BODY,4,Lateral Raise,Dumbell,bilateral,8.0,8.0,,
26-12-2022,UPPER PUSH,UPPER BODY,1,Dips,Bodyweight,bilateral,7.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,2,Dips,Bodyweight,bilateral,8.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,3,Dips,Bodyweight,bilateral,7.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,4,Dips,Bodyweight,bilateral,7.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,6.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,6.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,6.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,4.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,1,Leg Raise,Bodyweight,bilateral,10.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,2,Leg Raise,Bodyweight,bilateral,8.0,0.0,,
26-12-2022,UPPER PUSH,UPPER BODY,3,Leg Raise,Bodyweight,bilateral,6.0,0.0,,
28-12-2022,Upper Pull,SPLIT,1,Pull-Up,Rings,bilateral,7.0,0.0,2.5,
28-12-2022,Upper Pull,SPLIT,2,Pull-Up,Rings,bilateral,7.0,0.0,2.5,
28-12-2022,Upper Pull,SPLIT,3,Pull-Up,Rings,bilateral,7.0,0.0,2.5,
28-12-2022,Upper Pull,SPLIT,4,Pull-Up,Rings,bilateral,7.0,0.0,2.5,
28-12-2022,Upper Pull,SPLIT,1,Barbell Row,Dumbell,bilateral,10.0,18.0,2.5,
28-12-2022,Upper Pull,SPLIT,2,Barbell Row,Dumbell,bilateral,10.0,18.0,2.5,
28-12-2022,Upper Pull,SPLIT,3,Barbell Row,Dumbell,bilateral,10.0,18.0,2.5,
28-12-2022,Upper Pull,SPLIT,4,Barbell Row,Dumbell,bilateral,10.0,18.0,2.5,
28-12-2022,Upper Pull,SPLIT,1,Lat Pulldown,Cable,unilateral,12.0,20.0,2.0,
28-12-2022,Upper Pull,SPLIT,2,Lat Pulldown,Cable,unilateral,12.0,20.0,2.0,
28-12-2022,Upper Pull,SPLIT,3,Lat Pulldown,Cable,unilateral,12.0,20.0,2.0,
28-12-2022,Upper Pull,SPLIT,4,Lat Pulldown,Cable,unilateral,12.0,20.0,2.0,
28-12-2022,Upper Pull,SPLIT,1,Skull Crusher,Barbell,bilateral,10.0,15.0,,
28-12-2022,Upper Pull,SPLIT,2,Skull Crusher,Barbell,bilateral,10.0,15.0,,
28-12-2022,Upper Pull,SPLIT,3,Skull Crusher,Barbell,bilateral,10.0,15.0,,
28-12-2022,Upper Pull,SPLIT,4,Skull Crusher,Barbell,bilateral,10.0,15.0,,
28-12-2022,Upper Pull,SPLIT,1,Hammer Curl,Dumbell,bilateral,8.0,16.0,,
28-12-2022,Upper Pull,SPLIT,2,Hammer Curl,Dumbell,bilateral,8.0,16.0,,
28-12-2022,Upper Pull,SPLIT,3,Hammer Curl,Dumbell,bilateral,8.0,16.0,,
28-12-2022,Upper Pull,SPLIT,4,Hammer Curl,Dumbell,bilateral,8.0,16.0,,
28-12-2022,Upper Pull,SPLIT,1,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,8.0,,
28-12-2022,Upper Pull,SPLIT,2,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,8.0,,
28-12-2022,Upper Pull,SPLIT,3,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,8.0,,
28-12-2022,Upper Pull,SPLIT,4,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,8.0,,
29-12-2022,LEGS (Basic Fit),LOWER BODY,1,Squat,Barbell,bilateral,5.0,100.0,4.0,
29-12-2022,LEGS (Basic Fit),LOWER BODY,2,Squat,Barbell,bilateral,5.0,100.0,4.0,
29-12-2022,LEGS (Basic Fit),LOWER BODY,3,Squat,Barbell,bilateral,5.0,100.0,4.0,
29-12-2022,LEGS (Basic Fit),LOWER BODY,1,Deadlift,Barbell,bilateral,5.0,120.0,4.0,
29-12-2022,LEGS (Basic Fit),LOWER BODY,2,Deadlift,Barbell,bilateral,5.0,120.0,4.0,
29-12-2022,LEGS (Basic Fit),LOWER BODY,3,Deadlift,Barbell,bilateral,5.0,120.0,4.0,
29-12-2022,LEGS (Basic Fit),LOWER BODY,1,Leg Extension,Machine,bilateral,10.0,60.0,,
29-12-2022,LEGS (Basic Fit),LOWER BODY,2,Leg Extension,Machine,bilateral,10.0,60.0,,
29-12-2022,LEGS (Basic Fit),LOWER BODY,3,Leg Extension,Machine,bilateral,10.0,60.0,,
29-12-2022,LEGS (Basic Fit),LOWER BODY,1,Leg Curl,Machine,bilateral,12.0,25.0,,
29-12-2022,LEGS (Basic Fit),LOWER BODY,2,Leg Curl,Machine,bilateral,10.0,25.0,,
29-12-2022,LEGS (Basic Fit),LOWER BODY,3,Leg Curl,Machine,bilateral,8.0,25.0,,
29-12-2022,LEGS (Basic Fit),LOWER BODY,4,Leg Curl,Machine,bilateral,8.0,25.0,,
30-12-2022,PUSH (Montag),PUSH,1,Bench Press,Dumbell,bilateral,5.0,32.0,3.5,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,2,Bench Press,Dumbell,bilateral,5.0,32.0,3.5,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,3,Bench Press,Dumbell,bilateral,3.0,32.0,3.5,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,4,Bench Press,Dumbell,bilateral,1.0,32.0,3.5,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,1,Dips,Bodyweight,bilateral,6.0,8.0,3.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,2,Dips,Bodyweight,bilateral,6.0,8.0,3.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,3,Dips,Bodyweight,bilateral,6.0,8.0,3.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,4,Dips,Bodyweight,bilateral,6.0,8.0,3.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,1,Lateral Raise,Dumbell,bilateral,8.0,8.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,2,Lateral Raise,Dumbell,bilateral,8.0,8.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,3,Lateral Raise,Dumbell,bilateral,8.0,8.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,1,Incline Bench Press,Dumbell,bilateral,8.0,10.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,2,Incline Bench Press,Dumbell,bilateral,8.0,10.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,3,Incline Bench Press,Dumbell,bilateral,8.0,10.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,1,Tricep Extension,Dumbell,bilateral,8.0,9.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,2,Tricep Extension,Dumbell,bilateral,8.0,9.0,2.0,DERNIÈRE DE 2022
30-12-2022,PUSH (Montag),PUSH,3,Tricep Extension,Dumbell,bilateral,8.0,9.0,2.0,DERNIÈRE DE 2022
01-01-2023,UPPER PULL,UPPER BODY,1,Pull-Up,Rings,bilateral,5.0,10.0,3.0,Montag
01-01-2023,UPPER PULL,UPPER BODY,2,Pull-Up,Rings,bilateral,5.0,10.0,3.0,Montag
01-01-2023,UPPER PULL,UPPER BODY,3,Pull-Up,Rings,bilateral,5.0,10.0,3.0,Montag
01-01-2023,UPPER PULL,UPPER BODY,1,Cable Row,Barbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,2,Cable Row,Barbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,3,Cable Row,Barbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,4,Cable Row,Barbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,1,Overhead Press,Dumbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,2,Overhead Press,Dumbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,3,Overhead Press,Dumbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,4,Overhead Press,Dumbell,bilateral,10.0,20.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,1,Skull Crusher,Barbell,bilateral,6.0,12.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,2,Skull Crusher,Barbell,bilateral,6.0,12.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,3,Skull Crusher,Barbell,bilateral,6.0,12.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,1,Hammer Curl,Dumbell,bilateral,8.0,12.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,2,Hammer Curl,Dumbell,bilateral,8.0,12.0,2.5,Montag
01-01-2023,UPPER PULL,UPPER BODY,3,Hammer Curl,Dumbell,bilateral,8.0,12.0,2.5,Montag
03-01-2023,LEGS,LOWER BODY,1,Squat,Barbell,bilateral,6.0,80.0,3.0,
03-01-2023,LEGS,LOWER BODY,2,Squat,Barbell,bilateral,6.0,80.0,3.0,
03-01-2023,LEGS,LOWER BODY,3,Squat,Barbell,bilateral,6.0,80.0,3.0,
03-01-2023,LEGS,LOWER BODY,4,Squat,Barbell,bilateral,6.0,80.0,3.0,
03-01-2023,LEGS,LOWER BODY,1,Deadlift,Barbell,bilateral,5.0,120.0,3.5,
03-01-2023,LEGS,LOWER BODY,2,Deadlift,Barbell,bilateral,5.0,120.0,3.5,
03-01-2023,LEGS,LOWER BODY,3,Deadlift,Barbell,bilateral,5.0,120.0,3.5,
03-01-2023,LEGS,LOWER BODY,4,Deadlift,Barbell,bilateral,5.0,120.0,3.5,
03-01-2023,LEGS,LOWER BODY,1,Leg Curl,Machine,bilateral,10.0,30.0,2.0,
03-01-2023,LEGS,LOWER BODY,2,Leg Curl,Machine,bilateral,10.0,30.0,2.0,
03-01-2023,LEGS,LOWER BODY,3,Leg Curl,Machine,bilateral,10.0,30.0,2.0,
03-01-2023,LEGS,LOWER BODY,4,Leg Curl,Machine,bilateral,10.0,30.0,2.0,
04-01-2023,UPPER PUSH,SPLIT,1,Bench Press,Dumbell,bilateral,6.0,32.5,3.0,
04-01-2023,UPPER PUSH,SPLIT,2,Bench Press,Dumbell,bilateral,6.0,32.5,3.0,
04-01-2023,UPPER PUSH,SPLIT,3,Bench Press,Dumbell,bilateral,6.0,32.5,3.0,
04-01-2023,UPPER PUSH,SPLIT,4,Bench Press,Dumbell,bilateral,6.0,32.5,3.0,
04-01-2023,UPPER PUSH,SPLIT,1,Dips,Bodyweight,bilateral,6.0,8.0,3.0,
04-01-2023,UPPER PUSH,SPLIT,2,Dips,Bodyweight,bilateral,6.0,8.0,3.0,
04-01-2023,UPPER PUSH,SPLIT,3,Dips,Bodyweight,bilateral,6.0,8.0,3.0,
04-01-2023,UPPER PUSH,SPLIT,4,Dips,Bodyweight,bilateral,6.0,8.0,3.0,
04-01-2023,UPPER PUSH,SPLIT,1,Lateral Raise,Dumbell,bilateral,10.0,8.0,2.5,
