Date,Workout name,Workout type,Set number ,Exercise name,Equipment,Execution mode,Number of repetitions,Charge (kg),Rest time (sec),Remarks
14-11-2023,UPPER (Pecs/dos),UPPER BODY,4,Pull-Up,Bodyweight,bilateral,8.0,5.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,1,Incline Bench Press,Barbell,bilateral,3.0,80.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,2,Incline Bench Press,Barbell,bilateral,5.0,75.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,3,Incline Bench Press,Barbell,bilateral,6.0,70.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,4,Incline Bench Press,Barbell,bilateral,8.0,60.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,1,Barbell Row,Barbell,bilateral,7.0,70.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,2,Barbell Row,Barbell,bilateral,8.0,65.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,3,Barbell Row,Barbell,bilateral,10.0,60.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,4,Barbell Row,Barbell,bilateral,8.0,60.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,1,Front Raise,Dumbell,bilateral,8.0,14.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,2,Front Raise,Dumbell,bilateral,8.0,14.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,3,Front Raise,Dumbell,bilateral,8.0,14.0,,
14-11-2023,UPPER (Pecs/dos),UPPER BODY,4,Front Raise,Dumbell,bilateral,8.0,14.0,,
16-11-2023,LEGS,LOWER BODY,1,Squat,Barbell,bilateral,5.0,30.0,,
16-11-2023,LEGS,LOWER BODY,2,Squat,Barbell,bilateral,5.0,30.0,,
16-11-2023,LEGS,LOWER BODY,3,Squat,Barbell,bilateral,8.0,80.0,,
16-11-2023,LEGS,LOWER BODY,4,Squat,Barbell,bilateral,10.0,70.0,,
16-11-2023,LEGS,LOWER BODY,1,Pistol Squat,Bodyweight,unilateral,8.0,5.0,,
16-11-2023,LEGS,LOWER BODY,2,Pistol Squat,Bodyweight,unilateral,8.0,5.0,,
16-11-2023,LEGS,LOWER BODY,3,Pistol Squat,Bodyweight,unilateral,8.0,5.0,,
16-11-2023,LEGS,LOWER BODY,4,Pistol Squat,Bodyweight,unilateral,8.0,5.0,,
16-11-2023,LEGS,LOWER BODY,1,Standing Leg Curl,Machine,bilateral,10.0,25.0,,
16-11-2023,LEGS,LOWER BODY,2,Standing Leg Curl,Machine,bilateral,10.0,25.0,,
16-11-2023,LEGS,LOWER BODY,3,Standing Leg Curl,Machine,bilateral,10.0,20.0,,
18-11-2023,UPPER Épaules/bras,UPPER BODY,1,Bench Press,Barbell,bilateral,1.0,100.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,1,Overhead Press,Barbell,bilateral,6.0,50.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,2,Overhead Press,Barbell,bilateral,6.0,50.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,3,Overhead Press,Barbell,bilateral,8.0,45.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,4,Overhead Press,Barbell,bilateral,9.0,40.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,1,Dumbbell Curl,Dumbell,bilateral,6.0,16.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,2,Dumbbell Curl,Dumbell,bilateral,6.0,16.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,3,Dumbbell Curl,Dumbell,bilateral,10.0,12.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,4,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,1,Close-Grip Bench Press,Barbell,bilateral,7.0,60.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,2,Close-Grip Bench Press,Barbell,bilateral,6.0,60.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,3,Close-Grip Bench Press,Barbell,bilateral,4.0,60.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,4,Close-Grip Bench Press,Barbell,bilateral,1.0,60.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,1,Upright Row,Barbell,bilateral,12.0,16.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,2,Upright Row,Barbell,bilateral,12.0,16.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,3,Upright Row,Barbell,bilateral,12.0,16.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,4,Upright Row,Barbell,bilateral,12.0,16.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,1,Push-Up,Bodyweight,bilateral,8.0,0.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,2,Push-Up,Bodyweight,bilateral,8.0,0.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
18-11-2023,UPPER Épaules/bras,UPPER BODY,5,Dumbbell Curl,Dumbell,bilateral,11.0,16.0,,PR Bench attempt. Total failure. Je reviendrai (I will come back).
25-11-2023,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,3.0,60.0,,
25-11-2023,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,2.0,70.0,,
25-11-2023,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,2.0,80.0,,
25-11-2023,UPPER,UPPER BODY,4,Bench Press,Barbell,bilateral,2.0,80.0,,
25-11-2023,UPPER,UPPER BODY,5,Bench Press,Barbell,bilateral,2.0,80.0,,
25-11-2023,UPPER,UPPER BODY,6,Bench Press,Barbell,bilateral,4.0,75.0,,
25-11-2023,UPPER,UPPER BODY,1,Overhead Press,Barbell,bilateral,4.0,52.5,,
25-11-2023,UPPER,UPPER BODY,2,Overhead Press,Barbell,bilateral,5.0,50.0,,
25-11-2023,UPPER,UPPER BODY,3,Overhead Press,Barbell,bilateral,7.0,45.0,,
25-11-2023,UPPER,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,10.0,0.0,,
25-11-2023,UPPER,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,10.0,0.0,,
25-11-2023,UPPER,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,10.0,0.0,,
25-11-2023,UPPER,UPPER BODY,1,Upright Row,Barbell,bilateral,10.0,18.0,,
25-11-2023,UPPER,UPPER BODY,2,Upright Row,Barbell,bilateral,10.0,18.0,,
25-11-2023,UPPER,UPPER BODY,3,Upright Row,Barbell,bilateral,10.0,18.0,,
25-11-2023,UPPER,UPPER BODY,4,Upright Row,Barbell,bilateral,10.0,18.0,,
25-11-2023,UPPER,UPPER BODY,5,Upright Row,Barbell,bilateral,10.0,18.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,1,Bench Press,Barbell,bilateral,6.0,70.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,2,Bench Press,Barbell,bilateral,5.0,70.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,3,Bench Press,Barbell,bilateral,5.0,65.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,4,Bench Press,Barbell,bilateral,6.0,60.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,8.0,15.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,8.0,15.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,7.0,15.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,10.0,15.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,1,Incline Bench Press,Dumbell,bilateral,10.0,28.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,2,Incline Bench Press,Dumbell,bilateral,8.0,28.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,3,Incline Bench Press,Dumbell,bilateral,6.0,28.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,1,Barbell Row,Barbell,bilateral,12.0,40.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,2,Barbell Row,Barbell,bilateral,12.0,40.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,3,Barbell Row,Barbell,bilateral,12.0,40.0,,
21-11-2023,UPPER Pecs/dos,UPPER BODY,4,Barbell Row,Barbell,bilateral,12.0,40.0,,
23-11-2023,LEGS,LOWER BODY,1,Squat,Barbell,bilateral,6.0,30.0,,
23-11-2023,LEGS,LOWER BODY,2,Squat,Barbell,bilateral,6.0,70.0,,
23-11-2023,LEGS,LOWER BODY,3,Squat,Barbell,bilateral,8.0,80.0,,
23-11-2023,LEGS,LOWER BODY,4,Squat,Barbell,bilateral,8.0,80.0,,
23-11-2023,LEGS,LOWER BODY,1,Deadlift,Barbell,bilateral,10.0,70.0,,
23-11-2023,LEGS,LOWER BODY,2,Deadlift,Barbell,bilateral,10.0,70.0,,
23-11-2023,LEGS,LOWER BODY,3,Deadlift,Barbell,bilateral,10.0,70.0,,
23-11-2023,LEGS,LOWER BODY,1,Calf Raise,Bodyweight,unilateral,10.0,0.0,,
23-11-2023,LEGS,LOWER BODY,2,Calf Raise,Bodyweight,unilateral,10.0,0.0,,
23-11-2023,LEGS,LOWER BODY,3,Calf Raise,Bodyweight,unilateral,10.0,0.0,,
23-11-2023,LEGS,LOWER BODY,1,Romanian Deadlift,Kettlebell,unilateral,8.0,20.0,,
23-11-2023,LEGS,LOWER BODY,2,Romanian Deadlift,Kettlebell,unilateral,8.0,20.0,,
23-11-2023,LEGS,LOWER BODY,3,Romanian Deadlift,Kettlebell,unilateral,8.0,20.0,,
28-11-2023,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,3.0,85.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,4.0,80.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,4.0,80.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,4,Bench Press,Barbell,bilateral,5.0,75.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,6.0,20.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,8.0,17.5,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,8.0,15.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,8.0,0.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,1,Overhead Press,Barbell,bilateral,5.0,50.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,2,Overhead Press,Barbell,bilateral,6.0,50.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,3,Overhead Press,Barbell,bilateral,6.0,45.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,1,Upright Row,Barbell,bilateral,10.0,20.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,2,Upright Row,Barbell,bilateral,10.0,20.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,3,Upright Row,Barbell,bilateral,10.0,20.0,,Rest pause for bench. Pull-ups with supinated grip.
28-11-2023,UPPER,UPPER BODY,4,Upright Row,Barbell,bilateral,10.0,20.0,,Rest pause for bench. Pull-ups with supinated grip.
30-12-2023,LEGS,LOWER BODY,1,Deadlift,Barbell,bilateral,8.0,100.0,,
30-12-2023,LEGS,LOWER BODY,2,Deadlift,Barbell,bilateral,8.0,100.0,,
30-12-2023,LEGS,LOWER BODY,3,Deadlift,Barbell,bilateral,8.0,100.0,,
30-12-2023,LEGS,LOWER BODY,4,Deadlift,Barbell,bilateral,8.0,100.0,,
30-12-2023,LEGS,LOWER BODY,1,Bulgarian Split Squat,Kettlebell,unilateral,8.0,16.0,,
30-12-2023,LEGS,LOWER BODY,2,Bulgarian Split Squat,Kettlebell,unilateral,8.0,16.0,,
30-12-2023,LEGS,LOWER BODY,3,Bulgarian Split Squat,Kettlebell,unilateral,8.0,16.0,,
30-12-2023,LEGS,LOWER BODY,4,Bulgarian Split Squat,Kettlebell,unilateral,8.0,16.0,,
30-12-2023,LEGS,LOWER BODY,1,Romanian Deadlift,Dumbell,bilateral,10.0,20.0,,
30-12-2023,LEGS,LOWER BODY,2,Romanian Deadlift,Dumbell,bilateral,10.0,20.0,,
30-12-2023,LEGS,LOWER BODY,3,Romanian Deadlift,Dumbell,bilateral,10.0,20.0,,
30-12-2023,LEGS,LOWER BODY,4,Romanian Deadlift,Dumbell,bilateral,10.0,20.0,,
30-12-2023,LEGS,LOWER BODY,1,Calf Raise,Machine,bilateral,10.0,40.0,,
30-12-2023,LEGS,LOWER BODY,2,Calf Raise,Machine,bilateral,10.0,40.0,,
30-12-2023,LEGS,LOWER BODY,3,Calf Raise,Machine,bilateral,10.0,40.0,,
30-12-2023,LEGS,LOWER BODY,4,Calf Raise,Machine,bilateral,10.0,40.0,,
02-12-2023,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,4.0,85.0,,
02-12-2023,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,4.0,85.0,,
02-12-2023,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,4.0,85.0,,
02-12-2023,UPPER,UPPER BODY,1,Shoulder Press,Machine,bilateral,8.0,70.0,,
02-12-2023,UPPER,UPPER BODY,2,Shoulder Press,Machine,bilateral,8.0,70.0,,
02-12-2023,UPPER,UPPER BODY,3,Shoulder Press,Machine,bilateral,8.0,60.0,,
02-12-2023,UPPER,UPPER BODY,1,Upright Row,Barbell,bilateral,9.0,20.0,,
02-12-2023,UPPER,UPPER BODY,2,Upright Row,Barbell,bilateral,10.0,20.0,,
02-12-2023,UPPER,UPPER BODY,3,Upright Row,Barbell,bilateral,10.0,20.0,,
02-12-2023,UPPER,UPPER BODY,1,Skull Crusher,Barbell,bilateral,6.0,14.0,,
02-12-2023,UPPER,UPPER BODY,2,Skull Crusher,Barbell,bilateral,8.0,14.0,,
02-12-2023,UPPER,UPPER BODY,3,Skull Crusher,Barbell,bilateral,8.0,14.0,,
05-12-2023,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,3.0,80.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,3.0,90.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,3.0,90.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,8.0,10.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,8.0,10.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,8.0,10.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,10.0,0.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,1,Overhead Press,Machine,bilateral,8.0,60.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,2,Overhead Press,Machine,bilateral,8.0,60.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,3,Overhead Press,Machine,bilateral,8.0,60.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,4,Overhead Press,Machine,bilateral,8.0,60.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,1,Upright Row,Barbell,bilateral,10.0,20.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,2,Upright Row,Barbell,bilateral,10.0,20.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,3,Upright Row,Barbell,bilateral,10.0,20.0,,Warm-up included
05-12-2023,UPPER,UPPER BODY,4,Upright Row,Barbell,bilateral,10.0,20.0,,Warm-up included
08-12-2023,Upper,UPPER BODY,1,Pull-Up,Rings,bilateral,8.0,0.0,,
08-12-2023,Upper,UPPER BODY,2,Pull-Up,Rings,bilateral,8.0,0.0,,
08-12-2023,Upper,UPPER BODY,3,Pull-Up,Rings,bilateral,8.0,0.0,,
08-12-2023,Upper,UPPER BODY,4,Pull-Up,Rings,bilateral,8.0,0.0,,
08-12-2023,Upper,UPPER BODY,5,Pull-Up,Rings,bilateral,7.0,0.0,,
08-12-2023,Upper,UPPER BODY,1,Overhead Press,Dumbell,bilateral,7.0,20.0,,
08-12-2023,Upper,UPPER BODY,2,Overhead Press,Dumbell,bilateral,7.0,20.0,,
08-12-2023,Upper,UPPER BODY,3,Overhead Press,Dumbell,bilateral,7.0,20.0,,
08-12-2023,Upper,UPPER BODY,4,Overhead Press,Dumbell,bilateral,7.0,20.0,,
08-12-2023,Upper,UPPER BODY,1,Barbell Row,Dumbell,bilateral,8.0,20.0,,
08-12-2023,Upper,UPPER BODY,2,Barbell Row,Dumbell,bilateral,8.0,20.0,,
08-12-2023,Upper,UPPER BODY,3,Barbell Row,Dumbell,bilateral,8.0,20.0,,
08-12-2023,Upper,UPPER BODY,4,Barbell Row,Dumbell,bilateral,8.0,20.0,,
08-12-2023,Upper,UPPER BODY,1,Skull Crusher,Barbell,bilateral,8.0,12.0,,
08-12-2023,Upper,UPPER BODY,2,Skull Crusher,Barbell,bilateral,8.0,12.0,,
08-12-2023,Upper,UPPER BODY,3,Skull Crusher,Barbell,bilateral,8.0,12.0,,
08-12-2023,Upper,UPPER BODY,1,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,
08-12-2023,Upper,UPPER BODY,2,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,
08-12-2023,Upper,UPPER BODY,3,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,
12-12-2023,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,4.0,80.0,,
12-12-2023,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,4.0,80.0,,
12-12-2023,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,4.0,80.0,,
12-12-2023,UPPER,UPPER BODY,4,Bench Press,Barbell,bilateral,1.0,80.0,,
12-12-2023,UPPER,UPPER BODY,5,Bench Press,Barbell,bilateral,7.0,,,
12-12-2023,UPPER,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,10.0,,,
12-12-2023,UPPER,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,10.0,,,
12-12-2023,UPPER,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,8.0,,,
12-12-2023,UPPER,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,1.0,,,
12-12-2023,UPPER,UPPER BODY,1,Overhead Press,Barbell,bilateral,8.0,40.0,,
12-12-2023,UPPER,UPPER BODY,2,Overhead Press,Barbell,bilateral,8.0,40.0,,
12-12-2023,UPPER,UPPER BODY,3,Overhead Press,Barbell,bilateral,6.0,40.0,,
12-12-2023,UPPER,UPPER BODY,4,Overhead Press,Barbell,bilateral,1.0,40.0,,
12-12-2023,UPPER,UPPER BODY,1,Upright Row,Dumbell,bilateral,10.0,16.0,,
12-12-2023,UPPER,UPPER BODY,2,Upright Row,Dumbell,bilateral,10.0,16.0,,
12-12-2023,UPPER,UPPER BODY,3,Upright Row,Dumbell,bilateral,10.0,16.0,,
12-12-2023,UPPER,UPPER BODY,4,Upright Row,Dumbell,bilateral,1.0,16.0,,
14-12-2023,LEGS,LOWER BODY,1,Squat,Barbell,bilateral,8.0,80.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,2,Squat,Barbell,bilateral,8.0,80.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,3,Squat,Barbell,bilateral,8.0,80.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,1,Deadlift,Barbell,bilateral,10.0,90.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,2,Deadlift,Barbell,bilateral,10.0,90.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,3,Deadlift,Barbell,bilateral,10.0,90.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,1,Leg Extension,Machine,bilateral,8.0,16.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,2,Leg Extension,Machine,bilateral,8.0,16.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,3,Leg Extension,Machine,bilateral,8.0,16.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,1,Calf Raise,Machine,bilateral,10.0,40.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,2,Calf Raise,Machine,bilateral,10.0,40.0,,SDT trapbar with no pause.
14-12-2023,LEGS,LOWER BODY,3,Calf Raise,Machine,bilateral,10.0,40.0,,SDT trapbar with no pause.
16-12-2023,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,5.0,60.0,,
16-12-2023,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,2.0,80.0,,
16-12-2023,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,1.0,90.0,,
16-12-2023,UPPER,UPPER BODY,4,Bench Press,Barbell,bilateral,3.0,85.0,,
16-12-2023,UPPER,UPPER BODY,5,Bench Press,Barbell,bilateral,4.0,80.0,,
16-12-2023,UPPER,UPPER BODY,6,Bench Press,Barbell,bilateral,6.0,65.0,,
16-12-2023,UPPER,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,8.0,0.0,,
16-12-2023,UPPER,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,8.0,0.0,,
16-12-2023,UPPER,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,8.0,0.0,,
16-12-2023,UPPER,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,8.0,0.0,,
16-12-2023,UPPER,UPPER BODY,1,Overhead Press,Barbell,bilateral,5.0,50.0,,
16-12-2023,UPPER,UPPER BODY,2,Overhead Press,Barbell,bilateral,7.0,45.0,,
16-12-2023,UPPER,UPPER BODY,3,Overhead Press,Barbell,bilateral,6.0,40.0,,
16-12-2023,UPPER,UPPER BODY,1,Dumbbell Curl,Dumbell,bilateral,10.0,12.0,,
16-12-2023,UPPER,UPPER BODY,2,Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,
16-12-2023,UPPER,UPPER BODY,1,Hammer Curl,Dumbell,bilateral,8.0,12.0,,
16-12-2023,UPPER,UPPER BODY,1,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,12.0,,
16-12-2023,UPPER,UPPER BODY,2,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,12.0,,
16-12-2023,UPPER,UPPER BODY,3,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,12.0,,
16-12-2023,UPPER,UPPER BODY,1,Tricep Extension,Dumbell,unilateral,6.0,12.0,,
16-12-2023,UPPER,UPPER BODY,2,Tricep Extension,Dumbell,unilateral,6.0,12.0,,
20-12-2023,UPPER,UPPER BODY,1,Bench Press,Barbell,bilateral,4.0,85.0,70.0,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,2,Bench Press,Barbell,bilateral,4.0,85.0,70.0,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,3,Bench Press,Barbell,bilateral,1.0,85.0,70.0,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,4,Bench Press,Barbell,bilateral,3.0,85.0,90.0,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,5,Bench Press,Barbell,bilateral,6.0,130.0,90.0,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,1,Pull-Up,Bodyweight,bilateral,6.0,10.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,2,Pull-Up,Bodyweight,bilateral,6.0,10.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,3,Pull-Up,Bodyweight,bilateral,6.0,10.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,4,Pull-Up,Bodyweight,bilateral,6.0,10.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,5,Pull-Up,Bodyweight,bilateral,8.0,0.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,1,Upright Row,Dumbell,bilateral,10.0,26.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,2,Upright Row,Dumbell,bilateral,10.0,26.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,3,Upright Row,Dumbell,bilateral,10.0,26.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,4,Upright Row,Dumbell,bilateral,10.0,26.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,1,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,12.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,2,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,12.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,3,Bent-Over Lateral Raise,Dumbell,bilateral,8.0,12.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,1,Standing Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,2,Standing Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,Strict form on curls.
20-12-2023,UPPER,UPPER BODY,3,Standing Dumbbell Curl,Dumbell,bilateral,8.0,12.0,,Strict form on curls.
21-12-2023,LEGS (Montag),LOWER BODY,1,Squat,Dumbell,bilateral,12.0,16.0,,
21-12-2023,LEGS (Montag),LOWER BODY,2,Squat,Dumbell,bilateral,12.0,16.0,,
21-12-2023,LEGS (Montag),LOWER BODY,3,Squat,Dumbell,bilateral,12.0,16.0,,
21-12-2023,LEGS (Montag),LOWER BODY,4,Squat,Dumbell,bilateral,12.0,16.0,,
21-12-2023,LEGS (Montag),LOWER BODY,1,Romanian Deadlift,Barbell,bilateral,10.0,66.0,,
21-12-2023,LEGS (Montag),LOWER BODY,2,Romanian Deadlift,Barbell,bilateral,10.0,66.0,,
21-12-2023,LEGS (Montag),LOWER BODY,3,Romanian Deadlift,Barbell,bilateral,10.0,66.0,,
21-12-2023,LEGS (Montag),LOWER BODY,4,Romanian Deadlift,Barbell,bilateral,10.0,66.0,,
21-12-2023,LEGS (Montag),LOWER BODY,1,Pistol Squat,Bodyweight,unilateral,8.0,0.0,,
21-12-2023,LEGS (Montag),LOWER BODY,2,Pistol Squat,Bodyweight,unilateral,8.0,0.0,,
